x_loc,y_loc,radius,mass,x_vel,y_vel
637,138,1,1.7e-05,0.727481,1.586485
171,479,1,1.7e-05,-0.53025,-1.120499
434,112,1,1.7e-05,1.818976,-0.028211
487,474,1,1.7e-05,-0.8531,-1.433361
579,111,1,1.7e-05,1.714214,-0.95282
552,171,1,1.7e-05,0.512974,1.70276
248,308,1,1.7e-05,0.480272,0.339977
228,287,1,1.7e-05,-0.751989,1.107315
231,304,1,1.7e-05,0.9072,-0.927264
635,414,1,1.7e-05,1.502301,-1.875299
335,166,1,1.7e-05,-0.735838,-0.301996
119,274,1,1.7e-05,-0.031516,-1.986735
287,175,1,1.7e-05,1.432732,-0.874252
248,290,1,1.7e-05,-1.194749,1.775
427,126,1,1.7e-05,-0.501583,-1.762577
124,383,1,1.7e-05,-0.690738,-1.638716
597,231,1,1.7e-05,-0.199053,-0.7477
250,449,1,1.7e-05,-1.970005,-0.802201
352,321,1,1.7e-05,0.564245,-0.941135
324,101,1,1.7e-05,-1.323721,0.579062
101,139,1,1.7e-05,0.810884,0.33595
10,44,1,1.7e-05,-1.387205,1.833782
476,286,1,1.7e-05,-1.360357,-0.200621
168,251,1,1.7e-05,0.471287,1.338259
366,457,1,1.7e-05,1.622713,0.177645
597,457,1,1.7e-05,-0.772077,0.775317
537,297,1,1.7e-05,0.732331,-1.402449
124,163,1,1.7e-05,0.096382,0.481435
323,10,1,1.7e-05,0.616266,1.880827
539,116,1,1.7e-05,1.904509,-0.038313
26,41,1,1.7e-05,1.421616,0.474931
361,325,1,1.7e-05,-1.499429,1.782151
357,331,1,1.7e-05,-1.039796,1.456276
453,391,1,1.7e-05,1.201272,1.816585
354,31,1,1.7e-05,-1.13363,-0.736847
356,52,1,1.7e-05,1.461683,1.559336
345,208,1,1.7e-05,1.466602,-0.332379
282,447,1,1.7e-05,1.222675,-0.986999
273,410,1,1.7e-05,0.375303,1.06555
345,335,1,1.7e-05,1.378,-1.580479
38,214,1,1.7e-05,-1.440579,-0.919472
126,444,1,1.7e-05,-1.733516,-0.541746
434,293,1,1.7e-05,-1.346495,1.438242
636,439,1,1.7e-05,-0.165971,1.442724
162,106,1,1.7e-05,0.342175,1.006725
235,276,1,1.7e-05,0.282937,-1.787079
411,313,1,1.7e-05,-0.567223,-0.038839
463,303,1,1.7e-05,-0.690358,-0.749437
90,13,1,1.7e-05,0.61347,0.089864
432,98,1,1.7e-05,-0.050742,-0.785734
543,411,1,1.7e-05,-1.722622,-0.420626
216,320,1,1.7e-05,-1.821145,1.443429
76,325,1,1.7e-05,1.017583,1.300764
9,74,1,1.7e-05,-1.595916,0.614907
219,323,1,1.7e-05,-1.246162,-0.258809
417,390,1,1.7e-05,-0.986202,0.108626
47,365,1,1.7e-05,-0.107374,1.606884
457,59,1,1.7e-05,0.332579,1.302227
161,197,1,1.7e-05,1.117436,-0.009491
469,9,1,1.7e-05,-0.977054,-0.144714
189,7,1,1.7e-05,1.178472,1.891529
168,384,1,1.7e-05,-0.174263,-1.894026
262,90,1,1.7e-05,-1.735956,-0.897997
209,92,1,1.7e-05,-0.332033,-0.183861
306,234,1,1.7e-05,-1.116334,-0.542667
232,120,1,1.7e-05,0.7499,0.749424
546,388,1,1.7e-05,-1.502141,1.543936
82,312,1,1.7e-05,-0.908486,-1.154233
419,100,1,1.7e-05,-0.778739,-0.777181
346,342,1,1.7e-05,-0.433057,-0.714978
104,68,1,1.7e-05,-0.221542,1.705546
195,119,1,1.7e-05,0.523331,0.063097
373,14,1,1.7e-05,-0.528802,0.777411
390,18,1,1.7e-05,-1.271231,0.553827
316,275,1,1.7e-05,-0.085408,-1.38379
43,163,1,1.7e-05,-0.023875,1.716209
204,71,1,1.7e-05,-1.506378,0.49566
444,76,1,1.7e-05,1.622127,-0.525662
283,182,1,1.7e-05,1.271229,-0.185349
79,79,1,1.7e-05,1.886671,-1.913356
267,441,1,1.7e-05,1.351914,-0.754057
409,79,1,1.7e-05,0.937874,1.230046
544,96,1,1.7e-05,0.729892,-1.213277
270,359,1,1.7e-05,-1.175167,1.35878
113,404,1,1.7e-05,1.320402,1.594082
147,474,1,1.7e-05,1.159709,-1.242033
623,204,1,1.7e-05,1.980491,0.811563
554,51,1,1.7e-05,-1.323985,1.666402
593,343,1,1.7e-05,-0.747499,1.682652
270,260,1,1.7e-05,1.679993,1.58112
250,288,1,1.7e-05,-0.629969,1.446585
520,52,1,1.7e-05,-1.565861,-0.861473
245,32,1,1.7e-05,-1.440916,-1.377375
304,6,1,1.7e-05,-0.382257,1.319701
250,225,1,1.7e-05,-1.063119,1.209272
524,160,1,1.7e-05,-0.095606,1.975518
637,244,1,1.7e-05,1.881035,-0.278588
131,91,1,1.7e-05,0.24181,0.470322
365,36,1,1.7e-05,0.663917,-0.885578
18,283,1,1.7e-05,0.386728,-0.823901
96,78,1,1.7e-05,0.528169,-1.810713
632,382,1,1.7e-05,0.006207,-1.996649
520,231,1,1.7e-05,1.97929,0.151174
30,253,1,1.7e-05,-0.829889,-1.016947
270,270,1,1.7e-05,0.65732,0.37508
466,287,1,1.7e-05,1.566002,-1.868108
567,414,1,1.7e-05,0.565602,1.886846
5,128,1,1.7e-05,0.19152,-0.146907
331,396,1,1.7e-05,-0.588352,-1.519661
632,365,1,1.7e-05,-0.974342,0.222124
599,429,1,1.7e-05,-0.55904,0.960478
191,362,1,1.7e-05,-0.656277,1.836582
362,20,1,1.7e-05,0.804364,-1.120568
334,457,1,1.7e-05,-0.843481,1.163037
136,11,1,1.7e-05,1.0134,1.507375
571,366,1,1.7e-05,0.10328,-0.898693
118,150,1,1.7e-05,-0.046672,-1.165512
378,464,1,1.7e-05,-1.350552,1.498522
80,267,1,1.7e-05,-1.048969,0.532278
108,448,1,1.7e-05,-1.126623,-0.746143
472,42,1,1.7e-05,-1.366345,-1.880385
400,4,1,1.7e-05,-0.7164,-1.239164
420,329,1,1.7e-05,-0.000172,1.614301
281,137,1,1.7e-05,-1.991166,-1.043138
132,363,1,1.7e-05,-0.919073,0.186669
476,135,1,1.7e-05,-1.578574,1.327678
386,472,1,1.7e-05,-1.871001,0.797368
573,448,1,1.7e-05,1.035264,-0.378663
319,68,1,1.7e-05,1.943065,-0.778872
440,213,1,1.7e-05,-0.237111,1.938962
357,193,1,1.7e-05,-0.48646,1.646783
385,443,1,1.7e-05,-1.608856,-0.856441
153,315,1,1.7e-05,0.552596,0.893419
436,374,1,1.7e-05,0.767116,1.013883
508,143,1,1.7e-05,1.633461,-1.714806
182,379,1,1.7e-05,0.608946,-1.542429
162,378,1,1.7e-05,0.170853,-0.35816
322,433,1,1.7e-05,-1.906202,0.790714
84,21,1,1.7e-05,-0.303035,-1.290768
359,179,1,1.7e-05,-0.341287,1.028568
490,147,1,1.7e-05,0.560281,0.667102
102,442,1,1.7e-05,-0.147599,1.837349
123,71,1,1.7e-05,-1.527611,0.378424
229,296,1,1.7e-05,0.48905,1.922989
255,190,1,1.7e-05,1.156276,-1.122819
490,437,1,1.7e-05,-0.677278,0.332219
110,198,1,1.7e-05,-0.123942,-1.54226
498,149,1,1.7e-05,1.479907,-0.314836
210,295,1,1.7e-05,0.304083,1.130178
608,103,1,1.7e-05,0.221461,-1.718866
603,254,1,1.7e-05,1.215534,-0.812557
502,29,1,1.7e-05,-1.146354,-0.009806
309,288,1,1.7e-05,-1.435561,-1.175676
256,125,1,1.7e-05,1.766402,-0.921251
166,360,1,1.7e-05,0.687314,-1.780773
100,344,1,1.7e-05,1.70762,-0.529022
306,180,1,1.7e-05,1.607421,-1.123171
544,329,1,1.7e-05,-1.66594,0.510835
73,426,1,1.7e-05,1.452872,-1.791733
484,376,1,1.7e-05,1.851719,-1.899629
170,11,1,1.7e-05,0.831969,-1.756835
365,344,1,1.7e-05,-1.468991,-1.189712
328,277,1,1.7e-05,-0.361585,-1.56347
407,276,1,1.7e-05,0.582727,-0.024495
198,183,1,1.7e-05,-0.402692,1.961016
363,393,1,1.7e-05,0.191771,0.054257
606,439,1,1.7e-05,0.266248,-0.096499
310,424,1,1.7e-05,-1.756787,0.051333
397,349,1,1.7e-05,-0.271573,-1.11177
337,188,1,1.7e-05,0.87843,-1.988983
414,412,1,1.7e-05,0.113733,0.448179
334,349,1,1.7e-05,1.223196,0.504707
133,379,1,1.7e-05,-0.435522,-0.131574
203,312,1,1.7e-05,1.669884,1.013925
597,180,1,1.7e-05,0.79374,-1.819693
175,154,1,1.7e-05,0.47665,1.425612
236,335,1,1.7e-05,1.894138,1.54437
441,186,1,1.7e-05,-0.664932,1.583876
521,428,1,1.7e-05,-1.72828,-0.457919
290,69,1,1.7e-05,1.1852,-1.502107
436,189,1,1.7e-05,-0.463695,1.412226
396,476,1,1.7e-05,-1.493798,-1.276051
609,259,1,1.7e-05,-0.606184,-1.345593
558,467,1,1.7e-05,1.324109,-1.242588
149,226,1,1.7e-05,-1.902419,0.062596
472,24,1,1.7e-05,-1.276622,1.974919
557,357,1,1.7e-05,1.298043,1.117719
427,61,1,1.7e-05,1.18371,0.701628
522,317,1,1.7e-05,-1.651659,1.121563
561,140,1,1.7e-05,1.868095,1.307197
224,17,1,1.7e-05,-0.146426,-0.68106
170,9,1,1.7e-05,-0.767786,0.936653
16,164,1,1.7e-05,0.37901,-1.119904
556,61,1,1.7e-05,0.553995,1.252272
356,32,1,1.7e-05,-0.487218,0.094518
296,146,1,1.7e-05,-1.987155,-0.812158
192,48,1,1.7e-05,0.154323,0.174964
596,449,1,1.7e-05,0.87443,-1.201607
337,328,1,1.7e-05,-1.337074,-1.794402
174,77,1,1.7e-05,0.333962,-0.05027
508,98,1,1.7e-05,-1.929667,-0.719503
454,6,1,1.7e-05,0.369335,-1.59027
418,308,1,1.7e-05,1.395683,0.273902
491,3,1,1.7e-05,0.431699,1.446945
430,318,1,1.7e-05,-1.813569,-0.471641
108,367,1,1.7e-05,-1.483421,-0.728159
42,221,1,1.7e-05,-0.021291,-0.631736
385,463,1,1.7e-05,-1.498693,-0.913598
404,274,1,1.7e-05,-1.243374,0.886544
