x_loc,y_loc,radius,mass,x_vel,y_vel
509,291,4,6.7e-05,-1.359306,-1.438733
30,243,2,3.3e-05,1.825094,-1.555021
213,341,7,1.4,-1.305451,-1.268834
436,244,7,1.4,1.100705,0.710745
432,430,4,6.7e-05,1.887297,1.753863
256,459,2,3.3e-05,0.087768,-1.957265
591,34,6,1.2,0.712496,1.591888
639,120,6,1.2,-0.504332,0.747535
505,153,8,1.6,-1.293935,-0.075735
42,237,5,1.0,0.758385,-0.531793
529,246,6,1.2,1.481193,-0.316021
454,478,5,1.0,-0.470901,-0.43208
3,253,3,5e-05,0.86078,-1.50071
480,367,2,3.3e-05,0.376641,-0.775952
414,114,6,1.2,-0.980263,-0.578692
79,217,2,3.3e-05,1.300689,-1.873757
162,195,4,6.7e-05,0.928214,0.230232
400,372,6,1.2,0.494415,0.547091
173,390,7,1.4,0.311725,1.864385
23,58,9,1.8,-1.554374,-0.143141
154,12,1,1.7e-05,0.404003,-0.419775
312,244,3,5e-05,0.690441,-1.84094
526,314,1,1.7e-05,1.447974,1.826426
501,386,5,1.0,-0.950897,-0.880903
85,427,8,1.6,-1.56314,0.571282
586,164,8,1.6,-0.438574,0.985465
355,225,7,1.4,1.108485,-1.504282
102,448,4,6.7e-05,-1.898386,1.921733
362,209,7,1.4,1.131122,0.32842
9,346,3,5e-05,1.352354,-0.823065
513,62,10,1.674481,-1.878419,-1.619724
426,345,1,1.7e-05,-0.052689,-1.080574
482,239,6,1.2,0.877866,-1.896492
1,58,2,3.3e-05,0.898488,0.548047
395,252,8,1.6,0.211835,1.458587
361,235,3,5e-05,1.29319,0.143819
501,195,8,1.6,1.810704,1.44152
527,307,6,1.2,-1.785695,-0.870529
428,417,7,1.4,-0.073992,-0.250952
571,64,5,1.0,-0.928432,-1.974079
156,209,7,1.4,-0.751318,-1.22425
327,383,5,1.0,-0.940516,1.622846
65,29,8,1.6,0.967324,0.617906
466,161,5,1.0,1.412956,-0.957273
226,406,10,1.674481,1.253632,0.76204
53,135,3,5e-05,0.731386,0.804464
339,440,7,1.4,-1.573686,0.311612
255,350,2,3.3e-05,-0.250371,1.729715
303,159,8,1.6,0.265213,-1.634738
245,40,5,1.0,-1.681213,-1.051541
132,128,4,6.7e-05,-0.103157,-0.316944
458,40,6,1.2,0.63339,-0.471729
193,196,9,1.8,-0.250301,1.70131
78,29,2,3.3e-05,0.406546,-0.333107
169,53,10,1.674481,-1.907579,1.155824
198,280,1,1.7e-05,-1.252605,-0.94091
344,232,1,1.7e-05,0.804501,-1.160037
374,23,5,1.0,0.905857,1.155851
71,255,9,1.8,-1.997879,0.863909
479,267,10,1.674481,-1.091664,1.800746
542,293,5,1.0,-0.589095,-0.497409
124,440,2,3.3e-05,-0.35222,-0.069291
495,7,9,1.8,-1.012193,0.918878
488,430,2,3.3e-05,1.041018,0.879395
386,320,10,1.674481,1.247686,-0.670247
209,472,5,1.0,-1.839861,-1.573159
470,111,9,1.8,-1.826617,-0.915551
416,290,8,1.6,-0.085473,1.344729
46,449,7,1.4,-1.69473,-0.040472
210,416,1,1.7e-05,1.076927,1.587169
95,417,7,1.4,0.253412,1.784351
314,446,8,1.6,-1.774809,1.641988
321,71,1,1.7e-05,1.236155,0.879635
629,231,1,1.7e-05,1.996235,-0.076594
618,358,5,1.0,1.973487,-0.44297
612,138,9,1.8,0.724226,0.012043
74,133,4,6.7e-05,-0.142914,0.5084
384,221,7,1.4,1.381027,-0.410221
437,385,7,1.4,-0.432778,-1.882962
612,371,5,1.0,1.831499,-1.381416
186,353,10,1.674481,-1.961314,1.478415
253,311,1,1.7e-05,1.606863,-1.072761
113,138,9,1.8,0.907387,-1.47112
158,376,4,6.7e-05,1.206415,-1.499801
218,23,3,5e-05,1.240422,-1.174781
408,256,10,1.674481,1.739079,0.290326
627,215,7,1.4,-1.96928,-1.644092
349,465,7,1.4,-0.735616,0.405288
599,157,4,6.7e-05,1.143133,1.116187
226,442,1,1.7e-05,-0.425926,1.555771
61,145,5,1.0,0.499187,1.996776
182,144,3,5e-05,-0.922784,1.483468
159,444,3,5e-05,1.82366,-1.820682
71,426,7,1.4,0.863429,-1.07188
276,141,3,5e-05,0.184689,-0.015107
331,359,3,5e-05,-0.102712,-1.83577
253,135,1,1.7e-05,1.089162,0.598849
136,307,5,1.0,-1.049916,1.423814
205,377,8,1.6,-0.137654,0.492077
184,275,6,1.2,-1.978965,0.286032
586,351,4,6.7e-05,-0.26166,-1.3857
83,346,2,3.3e-05,0.095904,1.548708
516,424,2,3.3e-05,1.079795,0.073471
551,277,8,1.6,1.85968,-0.53052
395,212,7,1.4,-0.688152,1.512173
96,403,6,1.2,-1.561137,1.190651
562,371,2,3.3e-05,-1.564136,-1.37007
167,462,7,1.4,0.270303,1.152165
164,328,2,3.3e-05,-0.126419,-1.86459
182,213,10,1.674481,-1.879028,1.261693
507,247,8,1.6,0.634452,0.339528
158,419,6,1.2,1.775556,-1.018777
81,42,10,1.674481,-0.413118,1.577096
376,330,3,5e-05,0.442905,-1.930607
427,309,10,1.674481,-1.210526,0.386805
501,10,10,1.674481,1.110243,1.378542
19,128,2,3.3e-05,1.419829,1.356222
481,268,3,5e-05,0.53149,0.869335
320,270,2,3.3e-05,-0.521527,0.608995
421,56,5,1.0,1.431478,1.993392
223,209,3,5e-05,-1.912884,0.866568
10,100,9,1.8,0.744785,-0.464488
629,475,1,1.7e-05,1.708578,-1.687485
113,377,7,1.4,1.449502,0.875734
275,425,6,1.2,-1.646227,-0.869919
163,186,10,1.674481,1.233274,-1.541638
285,369,6,1.2,-0.741309,1.78881
409,374,9,1.8,1.078348,0.479904
40,286,8,1.6,1.962119,-1.196922
140,185,8,1.6,-1.437323,-0.96097
497,251,9,1.8,-0.256222,0.690244
532,219,9,1.8,0.171252,-0.231164
607,39,4,6.7e-05,0.692454,-0.443843
370,324,5,1.0,-1.035535,-0.952786
284,261,4,6.7e-05,1.717726,-0.080923
620,110,10,1.674481,0.169258,1.356397
86,218,10,1.674481,-1.108979,1.749042
302,56,2,3.3e-05,1.755081,-0.657553
9,145,8,1.6,0.073093,0.734054
346,32,4,6.7e-05,0.126614,1.183824
546,157,2,3.3e-05,1.062893,0.402501
610,400,4,6.7e-05,1.548934,1.260472
628,370,4,6.7e-05,-1.514332,-1.73642
639,9,2,3.3e-05,-1.099362,0.037016
142,111,2,3.3e-05,0.659349,0.613694
568,289,7,1.4,0.590712,-0.10978
281,470,4,6.7e-05,0.864851,-1.924081
46,256,7,1.4,0.004052,0.481616
537,163,9,1.8,-1.746747,-0.851552
283,201,10,1.674481,1.907155,1.803684
303,272,8,1.6,0.648537,-1.455857
487,74,4,6.7e-05,1.700084,1.67489
117,393,2,3.3e-05,1.506438,-1.195725
133,159,1,1.7e-05,1.778059,0.66112
243,82,9,1.8,0.763176,1.340036
227,190,9,1.8,-0.820725,-1.021342
570,352,6,1.2,-0.383347,-1.572826
540,30,7,1.4,1.809485,-0.805196
584,298,1,1.7e-05,-0.649449,-0.277655
553,362,3,5e-05,1.14089,1.265518
638,320,3,5e-05,-1.08846,-0.301722
172,268,7,1.4,-1.464046,-0.409048
0,466,5,1.0,1.620249,1.294226
121,58,3,5e-05,1.277298,0.348434
484,356,9,1.8,-1.808675,0.135264
292,179,10,1.674481,-1.984619,-0.974209
196,24,6,1.2,-1.241016,-0.367914
69,40,8,1.6,-1.45121,-1.537667
220,258,1,1.7e-05,0.4543,-0.141263
416,119,6,1.2,-0.6181,1.246226
535,113,5,1.0,0.926956,1.578534
388,405,1,1.7e-05,-1.191057,-1.515853
200,478,10,1.674481,1.99949,1.920989
90,175,6,1.2,-0.263981,-0.238961
113,423,6,1.2,-1.045215,-1.794602
631,290,7,1.4,-0.749179,0.501411
591,354,6,1.2,0.717994,0.077704
99,328,5,1.0,0.696973,-0.084999
498,421,10,1.674481,-0.744233,-0.540643
208,128,7,1.4,1.624836,1.511155
382,277,5,1.0,-1.557672,-0.233962
18,57,7,1.4,1.768349,-0.518083
245,435,4,6.7e-05,-1.682538,-0.347309
207,357,6,1.2,-0.660362,1.868136
404,380,3,5e-05,1.938309,-1.428367
395,94,4,6.7e-05,-0.702268,0.65646
284,103,10,1.674481,-1.981611,-1.598804
